22,54
27,58
60,39
49,46
13,61
8,20
57,37
46,40
30,2
13,21
7,25
43,40
25,21
31,38
35,36
4,57
26,31
52,22
7,37
5,20
34,13
41,28
50,23
4,16
25,17
38,33
42,17
9,4
38,40
42,10
12,46
3,38
13,55
61,20
28,2
41,63
15,18
27,2
41,31
18,3
48,56
36,26
9,45
30,48
21,8
58,33
54,61
7,4
53,4
24,17
6,1
16,22
19,43
24,61
10,42
0,58
21,44
17,51
28,38
60,22
7,50
20,14
54,9
19,15
26,25
16,43
47,36
22,7
33,33
50,33
27,21
5,48
1,22
36,30
60,32
52,3
18,8
17,9
17,36
24,44
62,40
23,45
12,45
53,45
14,39
14,42
60,19
26,61
41,62
27,37
30,16
40,49
24,58
58,42
30,18
22,28
58,45
10,7
26,63
52,41
38,3
19,34
22,45
31,0
44,59
37,10
11,14
59,35
8,53
13,38
7,35
3,2
16,13
9,43
12,61
20,50
0,39
20,23
20,51
23,0
46,60
11,57
10,6
29,18
60,42
57,3
14,60
5,30
9,14
9,21
12,29
7,12
4,27
35,25
14,58
25,61
55,36
54,1
43,19
20,39
62,13
42,12
9,48
42,18
62,52
39,10
17,46
23,22
9,58
47,23
53,8
20,44
45,11
45,24
30,1
63,28
14,41
40,23
25,19
41,24
7,16
34,24
62,57
46,7
52,29
31,41
38,51
21,19
62,2
43,29
4,42
57,18
42,45
53,19
5,60
36,39
20,34
33,3
42,21
32,9
62,6
25,59
21,4
24,25
46,17
44,2
51,22
47,40
41,52
36,13
27,57
48,60
60,26
17,28
35,15
35,31
34,60
26,56
1,50
17,47
4,61
49,55
19,32
32,61
20,4
10,48
61,58
44,57
20,62
22,55
13,57
23,48
53,49
40,54
36,57
55,23
31,10
56,63
4,18
60,1
12,41
59,33
39,17
24,52
10,47
36,63
33,12
54,5
6,28
45,61
51,12
7,43
12,15
56,16
33,52
17,45
29,12
14,4
29,39
57,39
22,29
39,55
42,29
60,48
57,41
45,44
54,52
24,2
3,16
18,36
4,35
18,34
48,32
38,13
7,31
53,30
61,28
21,39
23,50
59,4
30,49
56,54
51,60
6,5
32,11
41,50
45,25
19,19
38,26
51,27
56,48
55,14
32,46
34,27
50,1
13,42
55,0
38,62
6,7
9,47
57,54
8,12
9,46
39,60
10,31
44,1
45,3
50,13
49,20
41,35
21,54
14,13
11,60
59,20
43,53
10,51
1,19
34,40
16,44
8,60
45,53
0,31
3,49
52,44
21,9
34,35
22,24
23,33
53,0
8,63
52,9
19,22
50,35
2,58
31,47
47,31
15,50
17,3
30,38
12,0
