73,99
25,32
68,110
115,122
46,59
121,98
5,76
56,119
111,122
113,79
42,32
110,57
83,127
60,113
37,72
50,110
43,75
15,112
57,2
106,103
62,99
74,67
48,2
58,31
125,43
110,39
75,93
96,30
92,28
16,2
100,66
112,16
13,127
0,70
2,106
45,64
77,119
3,125
122,61
29,119
104,11
30,51
104,126
82,69
26,98
71,126
36,55
14,49
55,14
119,57
120,36
121,70
28,124
67,22
57,96
13,33
108,43
84,84
41,38
25,67
8,96
65,44
24,80
93,79
94,84
8,87
121,1
29,21
125,96
43,54
65,56
87,45
99,43
1,12
82,27
79,90
123,16
7,19
96,100
98,63
57,106
22,50
107,51
71,104
19,114
30,84
42,117
1,13
33,3
25,115
30,104
77,25
120,84
45,89
57,15
24,114
122,46
36,101
97,107
78,116
93,108
73,7
98,74
20,3
77,45
118,107
21,67
5,13
24,50
102,81
65,126
67,59
44,103
33,13
82,111
2,47
91,75
54,61
21,74
64,99
119,54
78,12
122,83
25,18
5,0
99,71
126,38
2,43
13,35
56,95
18,58
14,110
5,68
43,27
14,108
126,5
34,76
17,28
32,42
46,37
42,17
108,41
55,111
84,68
18,12
35,37
71,49
19,76
117,62
103,3
42,101
8,77
50,25
105,82
68,24
119,110
41,100
23,97
83,107
37,101
120,73
10,63
122,29
11,112
92,115
115,6
88,124
83,10
21,61
92,89
85,84
72,126
95,11
75,5
112,67
78,123
2,72
24,13
56,116
0,44
123,89
40,78
99,61
11,64
23,96
20,95
95,76
62,62
87,9
67,71
76,17
66,78
90,91
92,18
79,92
62,74
53,102
25,25
36,36
89,59
5,109
26,100
57,88
34,16
98,102
87,46
119,26
125,81
117,89
100,68
53,34
15,107
9,40
4,45
76,93
104,81
74,2
53,3
90,88
19,60
62,106
107,53
4,104
7,121
65,107
62,118
13,77
97,22
117,101
67,65
66,43
19,12
45,72
15,8
32,34
68,94
13,47
20,17
23,27
11,88
6,73
79,19
22,48
42,11
22,109
76,88
25,95
101,70
40,116
78,72
23,19
39,36
66,59
53,90
86,64
50,92
9,1
111,31
42,72
7,119
32,32
86,5
102,126
122,53
71,17
72,110
53,10
41,106
100,127
43,23
91,52
24,74
84,74
100,126
18,107
117,51
11,76
56,113
74,50
38,17
67,110
127,120
121,40
99,93
39,14
116,2
66,13
77,22
87,49
21,106
28,10
29,39
86,85
24,33
8,63
50,75
45,50
68,38
90,39
4,2
53,120
4,119
5,81
14,93
2,35
71,30
45,100
69,4
57,94
37,65
29,87
13,74
9,81
113,100
120,117
102,45
109,106
36,115
60,50
80,62
85,23
93,3
123,34
7,52
118,29
3,3
104,13
84,89
113,76
78,87
121,59
65,29
46,125
80,126
60,37
21,25
40,16
59,47
69,60
91,59
89,95
62,65
108,18
26,93
94,104
52,87
36,117
116,82
115,68
81,47
106,102
72,18
119,3
66,60
63,29
119,25
124,53
90,104
71,117
69,37
93,121
124,1
111,112
84,98
53,37
17,31
11,89
49,2
62,28
17,53
53,13
106,15
118,49
4,59
86,98
53,82
99,36
67,55
6,120
92,23
23,104
112,72
106,76
60,41
104,77
94,29
90,73
45,80
122,49
12,81
19,65
35,119
101,102
46,107
94,11
2,117
115,114
62,93
62,122
6,39
71,101
68,33
46,113
114,40
35,126
121,54
45,36
3,92
15,98
103,17
87,90
3,21
55,65
15,62
104,86
35,45
120,81
30,106
121,65
104,115
120,39
16,37
75,19
1,90
117,104
107,77
66,110
98,122
47,114
56,24
72,91
69,64
44,99
42,37
37,18
24,29
57,40
66,4
60,68
94,49
44,73
126,111
55,97
105,103
83,33
127,27
124,68
92,40
39,6
77,76
25,102
14,44
87,74
112,53
124,28
127,122
11,54
91,116
29,46
21,28
74,17
96,38
57,8
44,7
84,69
109,62
24,123
106,111
70,90
36,66
118,35
60,2
90,24
118,119
70,12
20,16
29,116
54,87
124,99
94,81
40,75
15,64
70,121
47,12
83,84
78,73
119,11
75,81
35,66
73,105
78,93
122,107
81,48
19,32
31,60
107,46
124,50
39,44
0,13
67,119
24,15
73,59
81,18
36,31
111,30
10,64
79,77
14,98
109,45
30,89
91,27
11,2
71,73
124,71
62,110
79,7
41,32
25,78
63,8
108,73
22,87
30,4
5,60
93,96
87,104
99,30
49,95
101,8
31,36
118,110
43,32
14,69
110,77
77,90
23,22
22,45
110,52
49,115
112,14
83,72
118,54
102,40
22,76
48,53
112,38
36,27
70,50
96,52
0,46
15,23
68,37
68,50
89,118
37,73
4,121
17,123
47,120
35,69
68,83
123,52
121,31
79,64
116,81
94,3
104,34
40,45
85,1
35,122
75,39
115,92
34,35
104,24
24,99
76,18
2,28
82,84
76,70
37,42
74,14
76,114
59,33
116,94
28,63
5,15
27,40
50,112
109,27
8,6
126,85
24,1
113,106
85,61
48,122
103,122
8,51
109,67
85,97
33,113
32,39
0,59
79,51
43,60
78,52
66,76
9,90
77,122
68,34
55,117
29,30
111,37
81,92
105,38
61,10
23,93
49,24
25,0
75,68
61,25
120,127
101,1
90,51
