223,92
20,15
242,199
237,5
186,83
102,126
45,95
19,3
228,232
145,145
8,80
78,2
137,223
59,172
31,60
171,254
152,192
14,139
135,251
144,66
78,247
192,123
86,211
126,58
187,15
204,195
96,26
197,233
249,0
149,25
61,65
23,213
1,37
96,136
32,241
202,110
232,138
233,62
93,104
120,25
119,68
220,215
95,162
193,88
162,86
113,223
151,137
181,152
174,21
33,207
6,235
61,238
118,39
44,211
143,165
236,6
233,201
222,72
107,159
161,13
245,18
237,141
155,162
37,74
183,70
25,190
50,86
172,168
125,217
123,12
126,104
19,103
49,241
176,156
144,81
169,133
99,150
18,255
56,56
73,240
126,98
174,176
184,90
88,54
51,212
66,177
60,85
25,109
70,201
9,214
26,178
92,125
73,110
124,129
166,197
113,37
39,31
213,224
122,46
22,173
2,88
95,62
174,120
171,244
65,180
203,91
102,39
216,175
149,85
49,60
26,162
97,66
194,54
34,60
100,56
233,102
144,72
164,62
192,79
51,1
3,254
92,106
37,53
25,186
138,74
246,164
237,87
230,175
142,8
235,242
64,212
89,209
29,253
15,221
77,66
223,80
64,59
186,101
112,212
32,250
30,22
159,11
110,133
186,252
142,165
238,206
122,71
159,151
69,175
116,146
241,83
226,50
143,157
151,255
113,183
250,143
206,153
155,60
30,85
56,172
251,38
123,117
110,26
12,179
201,128
69,187
212,39
237,99
196,132
98,53
60,92
197,10
245,96
70,20
181,126
192,176
164,59
37,18
86,49
197,31
178,10
218,134
50,199
233,246
76,75
44,136
168,241
146,157
81,216
177,6
86,114
183,250
173,220
13,3
14,210
35,192
221,253
70,15
197,47
5,17
122,49
153,34
34,43
192,115
3,113
122,89
227,49
83,145
13,96
148,27
51,183
219,16
181,33
31,122
80,36
139,203
86,36
237,120
79,173
236,82
31,102
171,2
151,254
147,164
95,40
192,146
223,155
162,148
189,193
14,13
229,153
216,59
189,198
180,12
115,160
94,146
6,9
149,157
8,40
65,103
80,1
249,48
157,155
196,90
92,211
103,65
108,64
125,42
6,49
54,121
209,149
12,215
158,161
116,166
201,181
13,26
183,6
74,84
161,14
174,253
225,21
63,78
85,188
120,91
237,174
213,190
67,225
149,226
130,9
136,75
190,150
101,117
156,175
201,62
190,119
59,159
141,122
237,226
54,101
62,35
20,19
225,87
244,118
57,118
127,194
193,62
88,39
179,244
214,125
50,148
244,110
52,129
232,33
100,31
135,162
66,155
181,36
242,169
154,44
31,26
238,224
88,70
7,11
58,222
136,109
114,125
219,166
254,195
200,98
226,79
4,37
234,185
73,220
98,227
8,129
253,246
98,85
60,105
97,119
71,233
228,186
102,191
96,101
130,40
199,101
119,204
138,97
133,211
62,232
182,70
105,180
61,203
9,121
53,106
240,124
84,212
54,186
147,151
31,22
191,231
123,55
179,5
152,56
216,214
32,142
29,138
66,90
85,76
211,138
182,196
7,10
152,61
197,44
212,228
66,148
203,189
203,126
194,99
183,154
58,215
40,87
97,107
177,183
183,132
65,109
72,72
120,225
134,61
13,90
33,79
238,237
12,185
107,206
29,34
104,87
250,144
174,91
251,95
18,178
227,84
32,44
156,152
13,34
213,26
125,246
105,107
227,117
37,79
67,66
113,171
153,107
59,71
199,55
166,217
233,137
45,9
181,202
161,194
236,118
220,105
109,69
213,80
186,250
159,253
60,17
168,213
124,228
28,67
27,194
29,4
75,74
14,1
20,175
195,1
38,160
106,147
229,63
227,160
57,131
157,117
148,70
74,16
42,102
84,69
40,113
73,116
187,87
117,208
7,56
209,45
192,190
123,163
94,180
38,251
42,186
65,116
203,107
219,31
176,3
144,250
119,75
81,236
27,88
37,236
133,253
40,69
187,163
233,25
87,15
21,129
202,86
246,149
194,209
180,114
212,68
108,76
143,190
56,171
22,93
151,156
91,191
225,22
98,202
48,186
218,69
59,164
155,49
57,93
2,237
208,215
250,91
107,17
185,3
173,20
194,142
42,37
89,90
223,51
159,26
215,59
76,16
152,78
253,104
37,46
165,72
238,159
164,90
176,93
93,93
113,31
236,155
68,69
246,35
120,149
62,79
208,138
95,105
216,92
209,254
138,118
70,120
22,234
210,198
71,47
36,184
79,16
84,147
85,74
183,205
223,245
28,176
127,123
25,87
215,234
85,97
97,156
217,119
134,172
61,206
219,97
134,42
113,218
190,198
36,117
147,4
106,175
180,233
42,205
64,1
183,150
98,24
50,60
143,184
232,205
134,195
46,13
238,160
231,172
102,12
33,250
16,139
169,196
116,212
145,180
213,72
74,56
97,124
116,240
53,92
189,187
31,236
200,13
140,176
185,242
188,218
236,204
101,150
144,217
106,33
142,63
105,216
119,202
85,235
187,138
71,120
69,103
100,14
190,46
227,122
8,207
70,110
101,214
71,207
247,213
15,96
174,134
43,3
114,230
141,185
94,210
32,195
224,149
179,158
195,150
24,203
102,94
57,203
155,43
86,170
140,4
48,183
7,162
157,148
92,251
103,124
190,71
17,114
230,212
8,254
160,110
93,217
58,145
90,213
189,177
127,73
181,175
0,189
82,157
81,174
152,184
42,87
0,60
201,230
16,209
228,176
64,65
138,122
211,228
79,144
149,206
217,75
118,89
125,14
18,168
101,18
228,46
248,244
0,220
165,64
30,47
186,241
19,9
129,169
215,90
244,84
51,252
36,169
85,161
183,103
73,29
121,45
75,113
34,75
78,199
139,108
246,69
93,9
78,222
178,37
56,166
122,107
162,158
20,248
63,203
95,137
232,217
182,52
74,216
127,152
4,149
80,97
159,159
63,81
196,119
248,62
226,154
220,246
146,28
194,242
165,170
222,21
52,94
174,211
105,178
105,185
20,8
88,83
89,29
203,81
91,173
236,56
164,126
84,102
112,249
16,59
84,239
81,136
77,255
92,182
177,197
111,197
205,200
25,38
229,228
120,64
145,100
120,53
226,204
155,83
197,172
142,26
155,223
162,232
222,254
158,144
195,13
85,144
213,110
183,186
82,47
251,228
147,115
25,117
64,181
200,5
97,87
31,252
54,194
228,21
192,130
165,132
143,250
20,101
105,203
31,187
250,26
159,141
142,185
3,206
110,203
211,207
34,243
203,89
110,117
49,19
249,192
13,14
37,118
217,69
50,212
95,209
97,237
138,100
187,248
48,143
199,82
130,146
171,55
65,25
172,114
44,166
51,58
180,88
176,141
157,226
97,253
180,195
234,62
39,166
55,87
53,254
170,183
145,85
238,210
111,154
69,155
64,120
213,244
208,134
130,110
104,227
107,28
166,85
91,206
251,146
37,48
144,207
231,33
37,213
244,148
112,57
47,176
177,5
165,129
139,39
239,243
10,90
16,177
176,107
127,171
253,164
220,141
116,195
175,153
153,163
220,92
185,141
97,94
14,236
133,254
224,144
88,240
65,8
91,192
100,144
229,216
83,148
113,236
55,158
245,19
251,175
160,92
13,175
73,147
173,41
35,5
25,100
14,116
36,194
204,136
82,177
97,165
70,210
146,125
113,135
145,108
54,49
200,68
224,17
215,141
58,250
147,83
94,161
199,130
99,147
10,181
69,107
90,139
62,236
8,175
116,153
27,170
203,227
238,171
245,197
57,47
191,204
131,29
109,74
159,208
222,170
133,35
21,223
174,83
204,182
2,64
80,29
234,27
1,217
198,246
158,255
37,94
203,168
123,56
243,27
8,209
197,141
244,218
109,162
46,57
88,48
121,168
78,99
195,79
60,138
69,219
137,106
57,85
19,180
141,6
207,150
215,148
35,203
111,144
109,157
201,197
205,66
110,27
166,49
106,226
187,175
189,69
26,246
154,45
171,39
51,122
189,10
15,225
213,126
113,66
27,59
7,232
125,117
4,35
167,110
6,98
30,195
167,56
186,65
101,101
105,152
223,38
162,238
7,119
108,121
185,135
180,192
112,49
54,116
85,221
226,91
63,0
30,231
56,216
40,157
61,145
53,29
184,215
11,191
78,120
56,7
255,236
200,111
30,254
227,115
219,198
206,26
198,236
1,255
197,42
156,2
187,210
31,115
169,43
51,248
163,107
255,162
88,199
18,118
197,245
233,160
187,183
187,130
163,188
129,104
230,29
107,162
239,138
21,153
181,72
145,88
180,144
251,12
88,13
130,29
2,107
190,190
34,121
64,197
53,193
46,28
222,153
190,206
35,211
103,217
28,248
49,208
136,44
220,224
57,94
254,60
201,188
250,235
53,58
176,106
251,222
134,217
167,155
24,14
116,52
6,165
4,143
210,224
111,11
62,109
71,7
41,65
242,94
123,162
201,118
129,79
80,248
148,247
147,172
6,7
224,12
173,228
155,127
196,11
138,2
120,210
9,162
19,251
0,143
157,201
5,30
25,85
23,173
77,170
89,83
178,57
95,95
29,251
222,225
6,104
227,126
58,236
32,78
221,132
234,226
163,3
56,186
176,133
100,9
216,22
66,55
117,95
50,83
64,56
188,35
183,246
15,215
68,246
248,33
123,227
4,30
230,60
216,151
193,60
160,153
83,227
208,200
66,3
28,131
59,216
166,242
206,182
202,19
172,194
52,39
165,56
69,140
116,29
35,53
90,195
206,173
166,159
117,233
162,145
108,221
105,18
208,56
200,154
75,117
92,127
184,226
142,44
255,177
98,89
116,48
6,27
207,124
4,113
13,112
79,119
130,31
175,75
185,250
192,21
121,92
23,49
62,165
94,62
86,192
151,203
240,158
230,192
26,234
49,39
90,128
158,220
159,77
39,88
71,231
110,193
68,133
242,130
43,80
192,129
16,88
76,1
246,50
193,16
28,242
55,118
115,214
83,18
35,122
107,107
98,217
94,30
40,137
111,233
11,127
65,87
128,55
138,65
71,166
52,126
29,167
84,112
185,120
234,36
227,76
253,15
242,92
45,27
229,156
4,240
28,69
72,156
124,210
222,195
120,18
65,149
185,150
5,114
14,240
151,241
60,148
0,47
240,45
74,214
202,78
198,230
147,14
130,15
224,96
210,89
114,19
238,43
169,244
158,183
228,53
168,32
201,168
79,186
214,153
144,160
231,86
134,122
101,8
137,69
105,91
158,219
111,141
7,24
129,165
208,101
218,120
133,163
33,213
93,247
110,237
151,86
68,29
208,169
37,90
238,142
181,141
106,36
26,113
61,155
22,13
0,240
133,133
147,166
90,241
222,52
31,34
81,239
203,119
73,186
5,255
71,111
35,97
252,246
109,252
230,243
129,122
153,220
107,55
165,73
107,196
108,189
179,55
52,253
241,57
252,56
169,31
153,137
128,149
128,237
145,102
224,19
224,122
239,75
177,148
149,28
88,1
217,11
56,13
8,42
71,4
98,240
36,252
121,164
145,249
145,35
96,114
54,64
236,37
140,157
185,33
185,17
34,147
28,90
160,37
132,231
41,231
215,77
227,81
241,116
74,131
151,170
245,205
235,225
242,119
126,171
152,55
188,186
202,217
20,107
254,153
82,39
128,42
117,99
123,102
215,197
233,111
112,222
60,91
191,47
210,61
218,106
117,151
36,63
112,56
170,110
209,253
149,81
39,10
180,162
113,140
103,90
251,215
57,55
50,248
102,4
54,65
110,171
216,146
234,72
203,149
182,156
146,75
238,185
86,162
91,199
46,194
33,41
154,90
97,204
83,199
209,137
8,63
52,224
210,30
179,222
57,69
42,39
254,128
202,89
71,248
28,104
34,182
195,131
130,22
74,83
159,83
147,211
51,101
241,92
2,165
58,59
234,100
99,233
228,45
66,43
148,71
20,87
202,151
109,21
234,12
104,125
226,208
247,228
117,50
32,96
150,131
73,123
176,139
166,213
234,58
29,254
145,231
149,254
252,128
10,100
253,233
0,224
186,247
196,47
41,228
143,192
103,216
59,23
100,225
237,78
28,10
76,173
241,226
172,238
98,182
82,95
160,82
63,90
74,4
137,115
232,25
51,80
241,110
103,85
80,84
163,108
94,240
25,80
210,197
62,52
124,144
147,28
227,211
118,45
215,255
160,191
24,212
15,10
66,119
95,146
203,3
254,42
243,24
122,197
221,184
249,89
72,140
117,43
95,235
235,249
246,3
205,5
13,15
124,109
162,72
112,160
114,99
184,236
40,150
164,33
239,236
173,101
24,13
80,112
67,59
105,57
63,54
63,76
70,187
185,232
3,41
136,117
140,65
97,180
215,5
213,198
242,131
43,10
144,124
122,211
183,228
13,246
26,76
67,96
7,252
72,11
38,209
128,178
18,226
103,233
231,60
175,217
191,219
227,79
87,94
35,14
66,48
5,92
124,72
189,131
68,5
142,106
214,15
29,232
241,132
209,216
178,128
92,149
207,179
243,242
193,53
34,198
146,158
14,79
34,83
84,176
189,43
191,218
19,176
94,229
137,31
102,59
159,194
208,110
117,196
97,54
249,131
253,139
34,11
218,68
94,47
244,28
90,180
246,109
100,85
82,237
116,184
40,19
122,249
129,239
189,226
38,182
102,35
66,136
204,141
75,192
169,165
116,159
19,217
244,101
198,104
30,239
123,152
232,253
136,165
223,174
91,69
209,157
205,255
186,153
140,5
90,53
171,206
167,201
35,110
50,65
93,173
170,98
234,138
16,69
207,225
227,157
224,157
54,109
162,144
162,77
95,119
11,6
65,47
116,115
112,209
32,74
22,203
172,0
70,36
157,41
193,126
198,248
235,104
136,141
182,231
5,193
238,70
240,98
185,97
52,217
171,74
164,88
75,249
20,145
30,178
186,223
48,128
215,27
232,96
168,158
71,173
96,53
243,80
152,172
177,204
134,93
22,42
181,97
36,201
242,66
123,172
33,171
44,249
198,21
89,111
179,160
28,19
214,16
100,110
188,21
58,66
114,80
109,39
178,145
241,164
211,108
81,244
24,125
237,222
146,70
77,70
231,106
89,189
122,189
43,54
211,101
121,69
181,230
109,103
119,94
12,74
202,93
62,226
218,44
193,109
114,14
179,89
120,12
22,242
202,65
41,157
166,162
226,92
136,79
195,255
173,207
73,120
44,135
90,7
179,27
116,38
127,162
51,150
149,253
215,190
154,126
96,125
218,232
204,157
231,122
109,48
242,153
183,76
160,107
104,20
145,146
59,16
52,111
166,201
108,126
135,7
252,231
132,214
207,80
115,182
202,224
230,188
122,158
9,26
9,113
47,154
3,106
170,55
217,81
1,70
207,136
77,203
161,63
33,20
246,236
245,220
168,111
122,177
137,131
34,184
29,37
35,200
93,252
25,94
66,232
230,143
